Region/Country,year_month,no_of_visitors
Vietnam,1983-06-01,na
Other Markets In Southeast Asia,1983-06-01,na
Greater China,1983-06-01,na
China,1983-06-01,206
Hong Kong SAR,1983-06-01,7102
Taiwan,1983-06-01,4000
Other Markets In Greater China,1983-06-01,na
North Asia,1983-06-01,na
Japan,1983-06-01,25444
South Korea,1983-06-01,2932
Other Markets In North Asia,1983-06-01,na
South Asia,1983-06-01,18766
Bangladesh,1983-06-01,680
India,1983-06-01,14707
Pakistan,1983-06-01,1301
Sri Lanka,1983-06-01,1882
Other Markets In South Asia,1983-06-01,196
West Asia,1983-06-01,3164
Iran,1983-06-01,14
Israel,1983-06-01,na
Kuwait,1983-06-01,225
Saudi Arabia,1983-06-01,1440
United Arab Emirates,1983-06-01,724
Other Markets In West Asia,1983-06-01,na
Americas,1983-06-01,17102
Canada,1983-06-01,1968
USA,1983-06-01,14221
Other Markets In Americas,1983-06-01,na
Europe,1983-06-01,26056
Belgium & Luxembourg,1983-06-01,534
Denmark,1983-06-01,649
Finland,1983-06-01,224
France,1983-06-01,2318
Germany,1983-06-01,4274
Italy,1983-06-01,1398
Netherlands,1983-06-01,2889
Norway,1983-06-01,611
Rep Of Ireland,1983-06-01,na
Russian Federation,1983-06-01,na
Spain,1983-06-01,na
Sweden,1983-06-01,776
Switzerland,1983-06-01,1345
United Kingdom,1983-06-01,9164
Other Markets In Europe,1983-06-01,na
Oceania,1983-06-01,28702
Australia,1983-06-01,22287
New Zealand,1983-06-01,5727
Other Markets In Oceania,1983-06-01,688
Africa,1983-06-01,815
Egypt,1983-06-01,na
Mauritius,1983-06-01,na
South Africa (Rep Of),1983-06-01,na
Other Markets In Africa,1983-06-01,na
Others,1983-06-01,44
Total International Visitor Arrivals By Inbound Tourism Markets,1983-05-01,236720
Southeast Asia,1983-05-01,91603
Brunei Darussalam,1983-05-01,na
Indonesia,1983-05-01,na
Malaysia,1983-05-01,na
Myanmar,1983-05-01,na
Philippines,1983-05-01,na
Thailand,1983-05-01,na
Vietnam,1983-05-01,na
Other Markets In Southeast Asia,1983-05-01,na
Greater China,1983-05-01,na
China,1983-05-01,205
Hong Kong SAR,1983-05-01,5720
Taiwan,1983-05-01,5572
Other Markets In Greater China,1983-05-01,na
North Asia,1983-05-01,na
Japan,1983-05-01,27651
South Korea,1983-05-01,3136
Other Markets In North Asia,1983-05-01,na
South Asia,1983-05-01,21000
Bangladesh,1983-05-01,632
India,1983-05-01,16807
Pakistan,1983-05-01,1368
Sri Lanka,1983-05-01,1919
Other Markets In South Asia,1983-05-01,274
West Asia,1983-05-01,3047
Iran,1983-05-01,15
Israel,1983-05-01,na
Kuwait,1983-05-01,208
Saudi Arabia,1983-05-01,1215
United Arab Emirates,1983-05-01,623
Other Markets In West Asia,1983-05-01,na
Americas,1983-05-01,17862
Canada,1983-05-01,2598
USA,1983-05-01,14578
Other Markets In Americas,1983-05-01,na
Europe,1983-05-01,30296
Belgium & Luxembourg,1983-05-01,600
Denmark,1983-05-01,577
Finland,1983-05-01,513
France,1983-05-01,2586
Germany,1983-05-01,4773
Italy,1983-05-01,1627
Netherlands,1983-05-01,3500
Norway,1983-05-01,728
Rep Of Ireland,1983-05-01,na
Russian Federation,1983-05-01,na
Spain,1983-05-01,na
Sweden,1983-05-01,1048
Switzerland,1983-05-01,1782
United Kingdom,1983-05-01,10500
Other Markets In Europe,1983-05-01,na
Oceania,1983-05-01,29522
Australia,1983-05-01,23422
New Zealand,1983-05-01,5416
Other Markets In Oceania,1983-05-01,684
Africa,1983-05-01,1037
Egypt,1983-05-01,na
Mauritius,1983-05-01,na
South Africa (Rep Of),1983-05-01,na
Other Markets In Africa,1983-05-01,na
Others,1983-05-01,33
Total International Visitor Arrivals By Inbound Tourism Markets,1983-04-01,226610
Southeast Asia,1983-04-01,94019
Brunei Darussalam,1983-04-01,na
Indonesia,1983-04-01,na
Malaysia,1983-04-01,na
Myanmar,1983-04-01,na
Philippines,1983-04-01,na
Thailand,1983-04-01,na
Vietnam,1983-04-01,na
Other Markets In Southeast Asia,1983-04-01,na
Greater China,1983-04-01,na
China,1983-04-01,183
Hong Kong SAR,1983-04-01,7822
Taiwan,1983-04-01,5097
Other Markets In Greater China,1983-04-01,na
North Asia,1983-04-01,na
Japan,1983-04-01,24018
South Korea,1983-04-01,2888
Other Markets In North Asia,1983-04-01,na
South Asia,1983-04-01,14698
Bangladesh,1983-04-01,728
India,1983-04-01,10410
Pakistan,1983-04-01,1425
Sri Lanka,1983-04-01,1954
Other Markets In South Asia,1983-04-01,181
West Asia,1983-04-01,3484
Iran,1983-04-01,17
Israel,1983-04-01,na
Kuwait,1983-04-01,159
Saudi Arabia,1983-04-01,1417
United Arab Emirates,1983-04-01,745
Other Markets In West Asia,1983-04-01,na
Americas,1983-04-01,16749
Canada,1983-04-01,2297
USA,1983-04-01,13836
Other Markets In Americas,1983-04-01,na
Europe,1983-04-01,34228
Belgium & Luxembourg,1983-04-01,757
Denmark,1983-04-01,788
Finland,1983-04-01,318
France,1983-04-01,3425
Germany,1983-04-01,5610
Italy,1983-04-01,1574
Netherlands,1983-04-01,3245
Norway,1983-04-01,789
Rep Of Ireland,1983-04-01,na
Russian Federation,1983-04-01,na
Spain,1983-04-01,na
Sweden,1983-04-01,1238
Switzerland,1983-04-01,1988
United Kingdom,1983-04-01,12314
Other Markets In Europe,1983-04-01,na
Oceania,1983-04-01,22473
Australia,1983-04-01,18387
New Zealand,1983-04-01,3512
Other Markets In Oceania,1983-04-01,574
Africa,1983-04-01,852
Egypt,1983-04-01,na
Mauritius,1983-04-01,na
South Africa (Rep Of),1983-04-01,na
Other Markets In Africa,1983-04-01,na
Others,1983-04-01,30
Total International Visitor Arrivals By Inbound Tourism Markets,1983-03-01,242272
Southeast Asia,1983-03-01,87871
Brunei Darussalam,1983-03-01,na
Indonesia,1983-03-01,na
Malaysia,1983-03-01,na
Myanmar,1983-03-01,na
Philippines,1983-03-01,na
Thailand,1983-03-01,na
Vietnam,1983-03-01,na
Other Markets In Southeast Asia,1983-03-01,na
Greater China,1983-03-01,na
China,1983-03-01,186
Hong Kong SAR,1983-03-01,7210
Taiwan,1983-03-01,6769
Other Markets In Greater China,1983-03-01,na
North Asia,1983-03-01,na
Japan,1983-03-01,40321
South Korea,1983-03-01,3096
Other Markets In North Asia,1983-03-01,na
South Asia,1983-03-01,12805
Bangladesh,1983-03-01,572
India,1983-03-01,8802
Pakistan,1983-03-01,1305
Sri Lanka,1983-03-01,1938
Other Markets In South Asia,1983-03-01,188
West Asia,1983-03-01,3737
Iran,1983-03-01,32
Israel,1983-03-01,na
Kuwait,1983-03-01,305
Saudi Arabia,1983-03-01,1766
United Arab Emirates,1983-03-01,645
Other Markets In West Asia,1983-03-01,na
Americas,1983-03-01,17103
Canada,1983-03-01,2357
USA,1983-03-01,14274
Other Markets In Americas,1983-03-01,na
Europe,1983-03-01,39149
Belgium & Luxembourg,1983-03-01,815
Denmark,1983-03-01,972
Finland,1983-03-01,356
France,1983-03-01,3307
Germany,1983-03-01,7086
Italy,1983-03-01,1800
Netherlands,1983-03-01,3103
Norway,1983-03-01,897
Rep Of Ireland,1983-03-01,na
Russian Federation,1983-03-01,na
Spain,1983-03-01,na
Sweden,1983-03-01,1514
Switzerland,1983-03-01,2558
United Kingdom,1983-03-01,14448
Other Markets In Europe,1983-03-01,na
Oceania,1983-03-01,23077
Australia,1983-03-01,19143
New Zealand,1983-03-01,3261
Other Markets In Oceania,1983-03-01,673
Africa,1983-03-01,804
Egypt,1983-03-01,na
Mauritius,1983-03-01,na
South Africa (Rep Of),1983-03-01,na
Other Markets In Africa,1983-03-01,na
Others,1983-03-01,48
Total International Visitor Arrivals By Inbound Tourism Markets,1983-02-01,212591
Southeast Asia,1983-02-01,74957
Brunei Darussalam,1983-02-01,na
Indonesia,1983-02-01,na
Malaysia,1983-02-01,na
Myanmar,1983-02-01,na
Philippines,1983-02-01,na
Thailand,1983-02-01,na
Vietnam,1983-02-01,na
Other Markets In Southeast Asia,1983-02-01,na
Greater China,1983-02-01,na
China,1983-02-01,94
Hong Kong SAR,1983-02-01,11397
Taiwan,1983-02-01,8792
Other Markets In Greater China,1983-02-01,na
North Asia,1983-02-01,na
Japan,1983-02-01,33740
South Korea,1983-02-01,2584
Other Markets In North Asia,1983-02-01,na
South Asia,1983-02-01,11338
Bangladesh,1983-02-01,617
India,1983-02-01,7902
Pakistan,1983-02-01,1075
Sri Lanka,1983-02-01,1534
Other Markets In South Asia,1983-02-01,210
West Asia,1983-02-01,3439
Iran,1983-02-01,17
Israel,1983-02-01,na
Kuwait,1983-02-01,241
Saudi Arabia,1983-02-01,1742
United Arab Emirates,1983-02-01,576
Other Markets In West Asia,1983-02-01,na
Americas,1983-02-01,14230
Canada,1983-02-01,2371
USA,1983-02-01,11409
Other Markets In Americas,1983-02-01,na
Europe,1983-02-01,32877
Belgium & Luxembourg,1983-02-01,635
Denmark,1983-02-01,981
Finland,1983-02-01,358
France,1983-02-01,2677
Germany,1983-02-01,5146
Italy,1983-02-01,1585
Netherlands,1983-02-01,2816
Norway,1983-02-01,852
Rep Of Ireland,1983-02-01,na
Russian Federation,1983-02-01,na
Spain,1983-02-01,na
Sweden,1983-02-01,1291
Switzerland,1983-02-01,2061
United Kingdom,1983-02-01,12304
Other Markets In Europe,1983-02-01,na
Oceania,1983-02-01,18373
Australia,1983-02-01,14905
New Zealand,1983-02-01,2571
Other Markets In Oceania,1983-02-01,897
Africa,1983-02-01,654
Egypt,1983-02-01,na
Mauritius,1983-02-01,na
South Africa (Rep Of),1983-02-01,na
Other Markets In Africa,1983-02-01,na
Others,1983-02-01,58
Total International Visitor Arrivals By Inbound Tourism Markets,1983-01-01,232164
Southeast Asia,1983-01-01,82605
Brunei Darussalam,1983-01-01,na
Indonesia,1983-01-01,na
Malaysia,1983-01-01,na
Myanmar,1983-01-01,na
Philippines,1983-01-01,na
Thailand,1983-01-01,na
Vietnam,1983-01-01,na
Other Markets In Southeast Asia,1983-01-01,na
Greater China,1983-01-01,na
China,1983-01-01,201
Hong Kong SAR,1983-01-01,5771
Taiwan,1983-01-01,4666
Other Markets In Greater China,1983-01-01,na
North Asia,1983-01-01,na
Japan,1983-01-01,32815
South Korea,1983-01-01,3538
Other Markets In North Asia,1983-01-01,na
South Asia,1983-01-01,13690
Bangladesh,1983-01-01,749
India,1983-01-01,9467
Pakistan,1983-01-01,1396
Sri Lanka,1983-01-01,1800
Other Markets In South Asia,1983-01-01,278
West Asia,1983-01-01,3854
Iran,1983-01-01,16
Israel,1983-01-01,na
Kuwait,1983-01-01,202
Saudi Arabia,1983-01-01,1938
United Arab Emirates,1983-01-01,742
Other Markets In West Asia,1983-01-01,na
Americas,1983-01-01,14725
Canada,1983-01-01,2446
USA,1983-01-01,11745
Other Markets In Americas,1983-01-01,na
Europe,1983-01-01,37184
Belgium & Luxembourg,1983-01-01,527
Denmark,1983-01-01,924
Finland,1983-01-01,413
France,1983-01-01,3355
Germany,1983-01-01,5409
Italy,1983-01-01,1972
Netherlands,1983-01-01,3107
Norway,1983-01-01,809
Rep Of Ireland,1983-01-01,na
Russian Federation,1983-01-01,na
Spain,1983-01-01,na
Sweden,1983-01-01,1542
Switzerland,1983-01-01,2699
United Kingdom,1983-01-01,13768
Other Markets In Europe,1983-01-01,na
Oceania,1983-01-01,31645
Australia,1983-01-01,26526
New Zealand,1983-01-01,4022
Other Markets In Oceania,1983-01-01,1097
Africa,1983-01-01,1359
Egypt,1983-01-01,na
Mauritius,1983-01-01,na
South Africa (Rep Of),1983-01-01,na
Other Markets In Africa,1983-01-01,na
Others,1983-01-01,78
Total International Visitor Arrivals By Inbound Tourism Markets,1982-12-01,254632
Southeast Asia,1982-12-01,113372
Brunei Darussalam,1982-12-01,na
Indonesia,1982-12-01,na
Malaysia,1982-12-01,na
Myanmar,1982-12-01,na
Philippines,1982-12-01,na
Thailand,1982-12-01,na
Vietnam,1982-12-01,na
Other Markets In Southeast Asia,1982-12-01,na
Greater China,1982-12-01,na
China,1982-12-01,179
Hong Kong SAR,1982-12-01,8182
Taiwan,1982-12-01,6056
Other Markets In Greater China,1982-12-01,na
North Asia,1982-12-01,na
Japan,1982-12-01,27014
South Korea,1982-12-01,3183
Other Markets In North Asia,1982-12-01,na
South Asia,1982-12-01,14631
Bangladesh,1982-12-01,645
India,1982-12-01,10131
Pakistan,1982-12-01,1422
Sri Lanka,1982-12-01,2005
Other Markets In South Asia,1982-12-01,428
West Asia,1982-12-01,3771
Iran,1982-12-01,20
Israel,1982-12-01,na
Kuwait,1982-12-01,199
Saudi Arabia,1982-12-01,1712
United Arab Emirates,1982-12-01,795
Other Markets In West Asia,1982-12-01,na
Americas,1982-12-01,13858
Canada,1982-12-01,2060
USA,1982-12-01,11311
Other Markets In Americas,1982-12-01,na
Europe,1982-12-01,33830
Belgium & Luxembourg,1982-12-01,557
Denmark,1982-12-01,755
Finland,1982-12-01,343
France,1982-12-01,2741
Germany,1982-12-01,5026
Italy,1982-12-01,1488
Netherlands,1982-12-01,2889
Norway,1982-12-01,741
Rep Of Ireland,1982-12-01,na
Russian Federation,1982-12-01,na
Spain,1982-12-01,na
Sweden,1982-12-01,1467
Switzerland,1982-12-01,2302
United Kingdom,1982-12-01,13234
Other Markets In Europe,1982-12-01,na
Oceania,1982-12-01,28940
Australia,1982-12-01,23737
New Zealand,1982-12-01,4075
Other Markets In Oceania,1982-12-01,1128
Africa,1982-12-01,1400
Egypt,1982-12-01,na
Mauritius,1982-12-01,na
South Africa (Rep Of),1982-12-01,na
Other Markets In Africa,1982-12-01,na
Others,1982-12-01,180
Total International Visitor Arrivals By Inbound Tourism Markets,1982-11-01,257389
Southeast Asia,1982-11-01,107234
Brunei Darussalam,1982-11-01,na
Indonesia,1982-11-01,na
Malaysia,1982-11-01,na
Myanmar,1982-11-01,na
Philippines,1982-11-01,na
Thailand,1982-11-01,na
Vietnam,1982-11-01,na
Other Markets In Southeast Asia,1982-11-01,na
Greater China,1982-11-01,na
China,1982-11-01,104
Hong Kong SAR,1982-11-01,6035
Taiwan,1982-11-01,5413
Other Markets In Greater China,1982-11-01,na
North Asia,1982-11-01,na
Japan,1982-11-01,32760
South Korea,1982-11-01,3502
Other Markets In North Asia,1982-11-01,na
South Asia,1982-11-01,16427
Bangladesh,1982-11-01,520
India,1982-11-01,12301
Pakistan,1982-11-01,1415
Sri Lanka,1982-11-01,1846
Other Markets In South Asia,1982-11-01,345
West Asia,1982-11-01,3345
Iran,1982-11-01,31
Israel,1982-11-01,na
Kuwait,1982-11-01,146
Saudi Arabia,1982-11-01,1328
United Arab Emirates,1982-11-01,603
Other Markets In West Asia,1982-11-01,na
Americas,1982-11-01,16628
Canada,1982-11-01,2017
USA,1982-11-01,14065
Other Markets In Americas,1982-11-01,na
Europe,1982-11-01,37681
Belgium & Luxembourg,1982-11-01,662
Denmark,1982-11-01,908
Finland,1982-11-01,479
France,1982-11-01,3241
Germany,1982-11-01,5732
Italy,1982-11-01,1713
Netherlands,1982-11-01,3137
Norway,1982-11-01,964
Rep Of Ireland,1982-11-01,na
Russian Federation,1982-11-01,na
Spain,1982-11-01,na
Sweden,1982-11-01,1727
Switzerland,1982-11-01,2829
United Kingdom,1982-11-01,13399
Other Markets In Europe,1982-11-01,na
Oceania,1982-11-01,26912
Australia,1982-11-01,22560
New Zealand,1982-11-01,3707
Other Markets In Oceania,1982-11-01,645
Africa,1982-11-01,1036
Egypt,1982-11-01,na
Mauritius,1982-11-01,na
South Africa (Rep Of),1982-11-01,na
Other Markets In Africa,1982-11-01,na
Others,1982-11-01,191
Total International Visitor Arrivals By Inbound Tourism Markets,1982-10-01,251613
Southeast Asia,1982-10-01,103682
Brunei Darussalam,1982-10-01,na
Indonesia,1982-10-01,na
Malaysia,1982-10-01,na
Myanmar,1982-10-01,na
Philippines,1982-10-01,na
Thailand,1982-10-01,na
Vietnam,1982-10-01,na
Other Markets In Southeast Asia,1982-10-01,na
Greater China,1982-10-01,na
China,1982-10-01,176
Hong Kong SAR,1982-10-01,6691
Taiwan,1982-10-01,4844
Other Markets In Greater China,1982-10-01,na
North Asia,1982-10-01,na
Japan,1982-10-01,28806
South Korea,1982-10-01,3275
Other Markets In North Asia,1982-10-01,na
South Asia,1982-10-01,14267
Bangladesh,1982-10-01,585
India,1982-10-01,10761
Pakistan,1982-10-01,1017
Sri Lanka,1982-10-01,1648
Other Markets In South Asia,1982-10-01,256
West Asia,1982-10-01,3602
Iran,1982-10-01,16
Israel,1982-10-01,na
Kuwait,1982-10-01,176
Saudi Arabia,1982-10-01,1294
United Arab Emirates,1982-10-01,617
Other Markets In West Asia,1982-10-01,na
Americas,1982-10-01,19651
Canada,1982-10-01,2198
USA,1982-10-01,16555
Other Markets In Americas,1982-10-01,na
Europe,1982-10-01,36681
Belgium & Luxembourg,1982-10-01,719
Denmark,1982-10-01,871
Finland,1982-10-01,516
France,1982-10-01,3359
Germany,1982-10-01,5976
Italy,1982-10-01,1406
Netherlands,1982-10-01,3297
Norway,1982-10-01,945
Rep Of Ireland,1982-10-01,na
Russian Federation,1982-10-01,na
Spain,1982-10-01,na
Sweden,1982-10-01,1404
Switzerland,1982-10-01,2418
United Kingdom,1982-10-01,13061
Other Markets In Europe,1982-10-01,na
Oceania,1982-10-01,28758
Australia,1982-10-01,21460
New Zealand,1982-10-01,6608
Other Markets In Oceania,1982-10-01,690
Africa,1982-10-01,949
Egypt,1982-10-01,na
Mauritius,1982-10-01,na
South Africa (Rep Of),1982-10-01,na
Other Markets In Africa,1982-10-01,na
Others,1982-10-01,176
Total International Visitor Arrivals By Inbound Tourism Markets,1982-09-01,232006
Southeast Asia,1982-09-01,94177
Brunei Darussalam,1982-09-01,na
Indonesia,1982-09-01,na
Malaysia,1982-09-01,na
Myanmar,1982-09-01,na
Philippines,1982-09-01,na
Thailand,1982-09-01,na
Vietnam,1982-09-01,na
Other Markets In Southeast Asia,1982-09-01,na
Greater China,1982-09-01,na
China,1982-09-01,219
Hong Kong SAR,1982-09-01,6777
Taiwan,1982-09-01,4789
Other Markets In Greater China,1982-09-01,na
North Asia,1982-09-01,na
Japan,1982-09-01,29157
South Korea,1982-09-01,3031
Other Markets In North Asia,1982-09-01,na
South Asia,1982-09-01,12521
Bangladesh,1982-09-01,704
India,1982-09-01,8568
Pakistan,1982-09-01,1153
Sri Lanka,1982-09-01,1789
Other Markets In South Asia,1982-09-01,307
West Asia,1982-09-01,4524
Iran,1982-09-01,47
Israel,1982-09-01,na
Kuwait,1982-09-01,182
Saudi Arabia,1982-09-01,2444
United Arab Emirates,1982-09-01,752
Other Markets In West Asia,1982-09-01,na
Americas,1982-09-01,13735
Canada,1982-09-01,1556
USA,1982-09-01,11174
Other Markets In Americas,1982-09-01,na
Europe,1982-09-01,31303
Belgium & Luxembourg,1982-09-01,600
Denmark,1982-09-01,714
Finland,1982-09-01,198
France,1982-09-01,3191
Germany,1982-09-01,4674
Italy,1982-09-01,1460
Netherlands,1982-09-01,3596
Norway,1982-09-01,628
Rep Of Ireland,1982-09-01,na
Russian Federation,1982-09-01,na
Spain,1982-09-01,na
Sweden,1982-09-01,844
Switzerland,1982-09-01,1641
United Kingdom,1982-09-01,11348
Other Markets In Europe,1982-09-01,na
Oceania,1982-09-01,30308
Australia,1982-09-01,23583
New Zealand,1982-09-01,6052
Other Markets In Oceania,1982-09-01,673
Africa,1982-09-01,1188
Egypt,1982-09-01,na
Mauritius,1982-09-01,na
South Africa (Rep Of),1982-09-01,na
Other Markets In Africa,1982-09-01,na
Others,1982-09-01,196
Total International Visitor Arrivals By Inbound Tourism Markets,1982-08-01,281354
Southeast Asia,1982-08-01,102176
Brunei Darussalam,1982-08-01,na
Indonesia,1982-08-01,na
Malaysia,1982-08-01,na
Myanmar,1982-08-01,na
Philippines,1982-08-01,na
Thailand,1982-08-01,na
Vietnam,1982-08-01,na
Other Markets In Southeast Asia,1982-08-01,na
Greater China,1982-08-01,na
China,1982-08-01,73
Hong Kong SAR,1982-08-01,12636
Taiwan,1982-08-01,6637
Other Markets In Greater China,1982-08-01,na
North Asia,1982-08-01,na
Japan,1982-08-01,45289
South Korea,1982-08-01,2649
Other Markets In North Asia,1982-08-01,na
South Asia,1982-08-01,13299
Bangladesh,1982-08-01,717
India,1982-08-01,8965
Pakistan,1982-08-01,1440
Sri Lanka,1982-08-01,1872
Other Markets In South Asia,1982-08-01,305
West Asia,1982-08-01,5704
Iran,1982-08-01,85
Israel,1982-08-01,na
Kuwait,1982-08-01,261
Saudi Arabia,1982-08-01,2845
United Arab Emirates,1982-08-01,1096
Other Markets In West Asia,1982-08-01,na
Americas,1982-08-01,15172
Canada,1982-08-01,1874
USA,1982-08-01,11759
Other Markets In Americas,1982-08-01,na
Europe,1982-08-01,41129
Belgium & Luxembourg,1982-08-01,894
Denmark,1982-08-01,634
Finland,1982-08-01,116
France,1982-08-01,5949
Germany,1982-08-01,5794
Italy,1982-08-01,3376
Netherlands,1982-08-01,4460
Norway,1982-08-01,724
Rep Of Ireland,1982-08-01,na
Russian Federation,1982-08-01,na
Spain,1982-08-01,na
Sweden,1982-08-01,736
Switzerland,1982-08-01,1783
United Kingdom,1982-08-01,13600
Other Markets In Europe,1982-08-01,na
Oceania,1982-08-01,35136
Australia,1982-08-01,26843
New Zealand,1982-08-01,7467
Other Markets In Oceania,1982-08-01,826
Africa,1982-08-01,1073
Egypt,1982-08-01,na
Mauritius,1982-08-01,na
South Africa (Rep Of),1982-08-01,na
Other Markets In Africa,1982-08-01,na
Others,1982-08-01,250
Total International Visitor Arrivals By Inbound Tourism Markets,1982-07-01,277968
Southeast Asia,1982-07-01,125214
Brunei Darussalam,1982-07-01,na
Indonesia,1982-07-01,na
Malaysia,1982-07-01,na
Myanmar,1982-07-01,na
Philippines,1982-07-01,na
Thailand,1982-07-01,na
Vietnam,1982-07-01,na
Other Markets In Southeast Asia,1982-07-01,na
Greater China,1982-07-01,na
China,1982-07-01,67
Hong Kong SAR,1982-07-01,9746
Taiwan,1982-07-01,6255
Other Markets In Greater China,1982-07-01,na
North Asia,1982-07-01,na
Japan,1982-07-01,28765
South Korea,1982-07-01,2959
Other Markets In North Asia,1982-07-01,na
South Asia,1982-07-01,11276
Bangladesh,1982-07-01,631
India,1982-07-01,7651
Pakistan,1982-07-01,1057
Sri Lanka,1982-07-01,1710
Other Markets In South Asia,1982-07-01,227
West Asia,1982-07-01,4764
Iran,1982-07-01,64
Israel,1982-07-01,na
